id; instituição; programa; grau_academico; título; data defesa; link
981; PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO; GERONTOLOGIA; Mestrado; Uma segunda língua para falar n(d)a velhice; 2013-04-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=87191
982; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Mestrado; INSTITUTO DE EDUCAÇÃO DO PARANÁ : APROPRIAÇÕES E REPRESENTAÇÕES   NO CURRÍCULO DE 1º GRAU, A PARTIR DA  LEI Nº 5.692/71; 2014-03-31; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=177459
983; UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/PR.PRUDENT; EDUCAÇÃO; Mestrado; Vivências morais na escola: uma análise piagetiana sobre crianças de 5 a 6 anos em situações de jogos infantis; 2009-12-01; 
984; PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO; LINGÜÍSTICA APLICADA E ESTUDOS DA LINGUAGEM; Doutorado; O que é leitura?: uma investigação interdisciplinar; 2009-06-01; 
985; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; PSICOLOGIA; Doutorado; Projetos de vida de idosos e suas Redes de Relacionamentos Significativos: Estudo sob as perspectivas moral e ética.; 2016-08-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4821180
986; UNIVERSIDADE FEDERAL DO RIO DE JANEIRO; EDUCAÇÃO; Mestrado; ENSINO DE NOÇÕES DE TEMPO: INVESTIGAÇÃO SOBRE SABERES DOCENTES MOBILIZADOS NOS ANOS INICIAIS DO ENSINO FUNDAMENTAL; 2017-07-31; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5030301
987; UNIVERSIDADE ESTADUAL DO PARANÁ - REITORIA; Formação Docente  Interdisciplinar; Mestrado; “BRINCAR” NA EDUCAÇÃO INFANTIL: CONTRIBUIÇÕES DA PSICOLOGIA SOVIÉTICA PARA O ENSINO DE EDUCAÇÃO FÍSICA; 2017-12-13; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6030243
988; UNIVERSIDADE ESTADUAL DO CENTRO-OESTE; Educação; Mestrado; O BRINCAR NO PRIMEIRO ANO DO ENSINO FUNDAMENTAL: EXPECTATIVAS, (IN)COMPREENSÕES E AUSÊNCIAS; 2015-04-15; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3579870
989; UNIVERSIDADE FEDERAL DE PERNAMBUCO; PSICOLOGIA COGNITIVA; Doutorado; Criatividade digital: um mundo de ideias e bytes; 2014-04-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1187639
990; UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ); Psicologia Social; Doutorado; A influência das informações repassadas pela mídia na descentração social de julgamentos sociomorais; 2017-04-07; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5010812
991; UNIVERSIDADE FEDERAL DA PARAÍBA/JOÃO PESSOA; Psicologia Social; Doutorado; DIREITOS HUMANOS E TOMADA DE PERSPECTIVA SOCIAL: VERIFICAÇÃO  DE UM MODELO TEÓRICO; 2013-12-17; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=678528
992; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; PSICOLOGIA; Doutorado; Moralidade e valor da vida: Um estudo de adolescentes em situação de risco psicossocial . (Banca: UFES, UFES, UFES, UNICAMP, UNESP); 2011-09-01; 
